Year,Month,Sector,Product_Description,HS_Code,HS_Code_2,HS_Code_4,HS_Code_6,Export_Value_USD,Export_Value_INR,Quantity_Tons,Unit_Price_USD_per_Ton,Port_of_Export,State_of_Origin,Destination_Port_USA,Trade_Terms,Historical_Average_Tariff_Rate_Percent,Export_Share_Percent_of_Total,Partner_Country
2019,January,Pharmaceuticals,Generic drugs,3001,30,3001,3001,2375529,178164675,276,8606.99,Chennai,Tamil Nadu,Seattle,CIF,0.0,3.67,USA
2019,January,Pharmaceuticals,Vaccines,3002,30,3002,3002,5924456,444334200,380,15590.67,Vadodara,Gujarat,Chicago,CIF,0.0,0.95,USA
2019,January,Pharmaceuticals,Antibiotics,2901,29,2901,2901,2502739,187705425,324,7724.5,Mumbai,Maharashtra,Long Beach,CIF,0.0,0.14,USA
2019,January,Chemicals,Organic chemicals,2901,29,2901,2901,3074760,230607000,889,3458.67,Vadodara,Gujarat,San Francisco,CIF,3.0,4.66,USA
2019,January,Chemicals,Inorganic chemicals,2801,28,2801,2801,1071219,80341425,397,2698.28,Mumbai,Maharashtra,Houston,CIF,3.0,1.2,USA
2019,January,Chemicals,Paints,3201,32,3201,3201,5727602,429570150,822,6967.89,Chennai,Tamil Nadu,Seattle,CIF,3.0,0.53,USA
2019,February,Textiles,Cotton yarn,5205,52,5205,5205,802334,60175050,636,1261.53,Bangalore,Karnataka,San Francisco,FOB,5.0,4.4,USA
2019,February,Textiles,Silk fabric,5007,50,5007,5007,3425936,256945200,119,28789.38,Vadodara,Gujarat,Miami,FOB,5.0,3.35,USA
2019,February,Textiles,Woolen fabric,5101,51,5101,5101,5005087,375381525,469,10671.83,Chennai,Tamil Nadu,Philadelphia,CIF,5.0,3.27,USA
2019,February,Gems & Jewellery,Diamond rings,7102,71,7102,7102,5125017,384376275,529,9688.12,Kolkata,West Bengal,Los Angeles,CIF,7.5,2.81,USA
2019,February,Gems & Jewellery,Gold earrings,7113,71,7113,7113,2846106,213457950,172,16547.13,Kolkata,West Bengal,San Francisco,FOB,7.5,2.64,USA
2019,February,Gems & Jewellery,Platinum rings,7110,71,7110,7110,2233402,167505150,426,5242.73,Vadodara,Gujarat,Boston,FOB,7.5,4.5,USA
2019,February,Footwear,Leather shoes,6403,64,6403,6403,5502570,412692750,462,11910.32,Surat,Gujarat,Boston,FOB,10.0,1.67,USA
2019,February,Footwear,Sports shoes,6404,64,6404,6404,1538662,115399650,254,6057.72,Kolkata,West Bengal,Houston,CIF,10.0,2.92,USA
2019,February,Footwear,Canvas sneakers,6404,64,6404,6404,3439299,257947425,336,10236.01,Vadodara,Gujarat,Long Beach,CIF,10.0,3.61,USA
2019,February,Auto Components,Engine parts,8409,84,8409,8409,4500182,337513650,487,9240.62,Hyderabad,Telangana,Los Angeles,CIF,2.5,0.34,USA
2019,February,Auto Components,Brake pads,8708,87,8708,8708,1273472,95510400,128,9949.0,Hyderabad,Telangana,Philadelphia,FOB,2.5,3.16,USA
2019,February,Auto Components,Gear boxes,8409,84,8409,8409,5375764,403182300,610,8812.73,Hyderabad,Telangana,Boston,CIF,2.5,2.7,USA
2019,February,Electronics,Mobile phones,8517,85,8517,8517,1423561,106767075,365,3900.17,Kolkata,West Bengal,Chicago,CIF,0.0,4.4,USA
2019,February,Electronics,Laptop computers,8471,84,8471,8471,4549045,341178375,297,15316.65,Kolkata,West Bengal,San Francisco,CIF,0.0,4.88,USA
2019,February,Electronics,Smart watches,8517,85,8517,8517,2934321,220074075,674,4353.59,Bangalore,Karnataka,Miami,FOB,0.0,1.93,USA
2019,February,Pharmaceuticals,Generic drugs,3001,30,3001,3001,1630404,122280300,231,7058.03,Surat,Gujarat,Los Angeles,FOB,0.0,4.88,USA
2019,February,Pharmaceuticals,Vaccines,3002,30,3002,3002,5979528,448464600,136,43967.12,Kolkata,West Bengal,New York,FOB,0.0,2.32,USA
2019,February,Pharmaceuticals,Antibiotics,2901,29,2901,2901,754102,56557650,153,4928.77,Hyderabad,Telangana,Houston,FOB,0.0,2.61,USA
2019,February,Chemicals,Organic chemicals,2901,29,2901,2901,5784009,433800675,736,7858.71,Vadodara,Gujarat,Miami,CIF,3.0,2.01,USA
2019,February,Chemicals,Inorganic chemicals,2801,28,2801,2801,3167499,237562425,649,4880.58,Mumbai,Maharashtra,Chicago,FOB,3.0,0.95,USA
2019,February,Chemicals,Paints,3201,32,3201,3201,1394920,104619000,573,2434.42,Bangalore,Karnataka,New York,CIF,3.0,1.64,USA
2019,March,Textiles,Cotton yarn,5205,52,5205,5205,2098050,157353750,389,5393.44,Hyderabad,Telangana,Miami,CIF,5.0,4.02,USA
2019,March,Textiles,Silk fabric,5007,50,5007,5007,4481677,336125775,467,9596.74,Kolkata,West Bengal,Chicago,CIF,5.0,2.03,USA
2019,March,Textiles,Woolen fabric,5101,51,5101,5101,753147,56486025,763,987.09,Kolkata,West Bengal,San Francisco,CIF,5.0,0.41,USA
2019,March,Gems & Jewellery,Diamond rings,7102,71,7102,7102,3833337,287500275,507,7560.82,Chennai,Tamil Nadu,San Francisco,FOB,7.5,4.8,USA
2019,March,Gems & Jewellery,Gold earrings,7113,71,7113,7113,5266944,395020800,777,6778.56,Kolkata,West Bengal,New York,FOB,7.5,4.6,USA
2019,March,Gems & Jewellery,Platinum rings,7110,71,7110,7110,5126245,384468375,342,14989.02,Vadodara,Gujarat,Los Angeles,FOB,7.5,4.33,USA
2019,March,Footwear,Leather shoes,6403,64,6403,6403,3112413,233430975,624,4987.84,Surat,Gujarat,Long Beach,FOB,10.0,1.58,USA
2019,March,Footwear,Sports shoes,6404,64,6404,6404,4893171,366987825,822,5952.76,Bangalore,Karnataka,Seattle,FOB,10.0,2.43,USA
2019,March,Footwear,Canvas sneakers,6404,64,6404,6404,1334391,100079325,514,2596.09,Hyderabad,Telangana,New York,FOB,10.0,4.18,USA
2019,March,Auto Components,Engine parts,8409,84,8409,8409,868525,65139375,133,6530.26,Mumbai,Maharashtra,New York,FOB,2.5,1.75,USA
2019,March,Auto Components,Brake pads,8708,87,8708,8708,4314640,323598000,667,6468.73,Kolkata,West Bengal,Chicago,FOB,2.5,3.22,USA
2019,March,Auto Components,Gear boxes,8409,84,8409,8409,5676285,425721375,332,17097.24,Surat,Gujarat,Long Beach,FOB,2.5,1.53,USA
2019,March,Electronics,Mobile phones,8517,85,8517,8517,3925492,294411900,239,16424.65,Surat,Gujarat,Long Beach,CIF,0.0,4.63,USA
2019,March,Electronics,Laptop computers,8471,84,8471,8471,5894940,442120500,220,26795.18,Surat,Gujarat,Boston,FOB,0.0,2.72,USA
2019,March,Electronics,Smart watches,8517,85,8517,8517,5612584,420943800,600,9354.31,Vadodara,Gujarat,Chicago,FOB,0.0,3.24,USA
2019,March,Pharmaceuticals,Generic drugs,3001,30,3001,3001,1999184,149938800,759,2633.97,Bangalore,Karnataka,San Francisco,FOB,0.0,0.84,USA
2019,March,Pharmaceuticals,Vaccines,3002,30,3002,3002,5719035,428927625,431,13269.22,Surat,Gujarat,Seattle,CIF,0.0,0.27,USA
2019,March,Pharmaceuticals,Antibiotics,2901,29,2901,2901,1596772,119757900,715,2233.25,Hyderabad,Telangana,Miami,FOB,0.0,0.71,USA
2019,March,Chemicals,Organic chemicals,2901,29,2901,2901,3591903,269392725,187,19208.04,Hyderabad,Telangana,Long Beach,CIF,3.0,2.16,USA
2019,March,Chemicals,Inorganic chemicals,2801,28,2801,2801,3069700,230227500,434,7073.04,Surat,Gujarat,Seattle,FOB,3.0,0.14,USA
2019,March,Chemicals,Paints,3201,32,3201,3201,1405501,105412575,866,1622.98,Mumbai,Maharashtra,Philadelphia,CIF,3.0,1.21,USA
2019,April,Textiles,Cotton yarn,5205,52,5205,5205,5517795,413834625,179,30825.67,Mumbai,Maharashtra,Philadelphia,FOB,5.0,2.35,USA
2019,April,Textiles,Silk fabric,5007,50,5007,5007,4366914,327518550,204,21406.44,Kolkata,West Bengal,Long Beach,FOB,5.0,3.72,USA
2019,April,Textiles,Woolen fabric,5101,51,5101,5101,2669938,200245350,163,16379.99,Hyderabad,Telangana,Houston,CIF,5.0,4.22,USA
2019,April,Gems & Jewellery,Diamond rings,7102,71,7102,7102,1953500,146512500,129,15143.41,Mumbai,Maharashtra,Houston,CIF,7.5,4.68,USA
2019,April,Gems & Jewellery,Gold earrings,7113,71,7113,7113,5624340,421825500,473,11890.78,Hyderabad,Telangana,Philadelphia,CIF,7.5,3.19,USA
2019,April,Gems & Jewellery,Platinum rings,7110,71,7110,7110,2000967,150072525,244,8200.68,Kolkata,West Bengal,Los Angeles,CIF,7.5,3.89,USA
2019,April,Footwear,Leather shoes,6403,64,6403,6403,4336951,325271325,328,13222.41,Hyderabad,Telangana,Miami,FOB,10.0,0.99,USA
2019,April,Footwear,Sports shoes,6404,64,6404,6404,4079314,305948550,623,6547.86,Bangalore,Karnataka,Philadelphia,FOB,10.0,4.24,USA
2019,April,Footwear,Canvas sneakers,6404,64,6404,6404,1343883,100791225,871,1542.92,Hyderabad,Telangana,Boston,CIF,10.0,4.06,USA
2019,April,Auto Components,Engine parts,8409,84,8409,8409,4787605,359070375,666,7188.6,Kolkata,West Bengal,Houston,CIF,2.5,4.06,USA
2019,April,Auto Components,Brake pads,8708,87,8708,8708,1428343,107125725,425,3360.81,Kolkata,West Bengal,Seattle,CIF,2.5,2.07,USA
2019,April,Auto Components,Gear boxes,8409,84,8409,8409,769948,57746100,283,2720.66,Mumbai,Maharashtra,Seattle,FOB,2.5,1.88,USA
2019,April,Electronics,Mobile phones,8517,85,8517,8517,780800,58560000,368,2121.74,Vadodara,Gujarat,Chicago,FOB,0.0,0.63,USA
2019,April,Electronics,Laptop computers,8471,84,8471,8471,4802060,360154500,604,7950.43,Hyderabad,Telangana,Los Angeles,CIF,0.0,4.67,USA
2019,April,Electronics,Smart watches,8517,85,8517,8517,3077749,230831175,673,4573.18,Kolkata,West Bengal,Chicago,CIF,0.0,3.98,USA
2019,April,Pharmaceuticals,Generic drugs,3001,30,3001,3001,1490708,111803100,476,3131.74,Kolkata,West Bengal,Miami,FOB,0.0,1.54,USA
2019,April,Pharmaceuticals,Vaccines,3002,30,3002,3002,5420871,406565325,508,10671.01,Bangalore,Karnataka,Boston,FOB,0.0,0.68,USA
2019,April,Pharmaceuticals,Antibiotics,2901,29,2901,2901,2667100,200032500,140,19050.71,Hyderabad,Telangana,Los Angeles,FOB,0.0,2.86,USA
2019,April,Chemicals,Organic chemicals,2901,29,2901,2901,1671218,125341350,498,3355.86,Kolkata,West Bengal,Los Angeles,CIF,3.0,2.02,USA
2019,April,Chemicals,Inorganic chemicals,2801,28,2801,2801,4067728,305079600,450,9039.4,Chennai,Tamil Nadu,Houston,CIF,3.0,0.23,USA
2019,April,Chemicals,Paints,3201,32,3201,3201,4240939,318070425,299,14183.74,Chennai,Tamil Nadu,Houston,FOB,3.0,1.45,USA
2019,May,Textiles,Cotton yarn,5205,52,5205,5205,5963182,447238650,716,8328.47,Chennai,Tamil Nadu,Houston,FOB,5.0,4.8,USA
2019,May,Textiles,Silk fabric,5007,50,5007,5007,5023406,376755450,241,20844.01,Kolkata,West Bengal,Chicago,CIF,5.0,0.15,USA
2019,May,Textiles,Woolen fabric,5101,51,5101,5101,2980404,223530300,274,10877.39,Chennai,Tamil Nadu,Long Beach,FOB,5.0,0.7,USA
2019,May,Gems & Jewellery,Diamond rings,7102,71,7102,7102,3249283,243696225,278,11688.07,Chennai,Tamil Nadu,Long Beach,FOB,7.5,4.76,USA
2019,May,Gems & Jewellery,Gold earrings,7113,71,7113,7113,4707608,353070600,893,5271.68,Mumbai,Maharashtra,Long Beach,FOB,7.5,1.43,USA
2019,May,Gems & Jewellery,Platinum rings,7110,71,7110,7110,1761844,132138300,845,2085.02,Vadodara,Gujarat,Boston,CIF,7.5,1.35,USA
2019,May,Footwear,Leather shoes,6403,64,6403,6403,5416845,406263375,136,39829.74,Mumbai,Maharashtra,Los Angeles,FOB,10.0,0.81,USA
2019,May,Footwear,Sports shoes,6404,64,6404,6404,5467552,410066400,639,8556.42,Bangalore,Karnataka,Chicago,FOB,10.0,3.77,USA
2019,May,Footwear,Canvas sneakers,6404,64,6404,6404,768538,57640350,479,1604.46,Kolkata,West Bengal,Boston,CIF,10.0,4.15,USA
2019,May,Auto Components,Engine parts,8409,84,8409,8409,5410990,405824250,450,12024.42,Mumbai,Maharashtra,San Francisco,CIF,2.5,1.05,USA
2019,May,Auto Components,Brake pads,8708,87,8708,8708,5862736,439705200,779,7525.98,Vadodara,Gujarat,Miami,CIF,2.5,0.7,USA
2019,May,Auto Components,Gear boxes,8409,84,8409,8409,1185813,88935975,254,4668.56,Surat,Gujarat,Boston,FOB,2.5,4.36,USA
2019,May,Electronics,Mobile phones,8517,85,8517,8517,1659744,124480800,544,3051.0,Bangalore,Karnataka,Boston,FOB,0.0,3.77,USA
2019,May,Electronics,Laptop computers,8471,84,8471,8471,3843034,288227550,870,4417.28,Bangalore,Karnataka,Houston,CIF,0.0,0.47,USA
2019,May,Electronics,Smart watches,8517,85,8517,8517,3732026,279901950,847,4406.17,Chennai,Tamil Nadu,San Francisco,FOB,0.0,4.88,USA
2019,May,Pharmaceuticals,Generic drugs,3001,30,3001,3001,1115296,83647200,277,4026.34,Hyderabad,Telangana,Miami,FOB,0.0,2.45,USA
2019,May,Pharmaceuticals,Vaccines,3002,30,3002,3002,4436786,332758950,297,14938.67,Surat,Gujarat,Boston,FOB,0.0,1.03,USA
2019,May,Pharmaceuticals,Antibiotics,2901,29,2901,2901,4290175,321763125,442,9706.28,Kolkata,West Bengal,San Francisco,CIF,0.0,1.47,USA
2019,May,Chemicals,Organic chemicals,2901,29,2901,2901,5645996,423449700,399,14150.37,Hyderabad,Telangana,San Francisco,FOB,3.0,4.27,USA
2019,May,Chemicals,Inorganic chemicals,2801,28,2801,2801,2617180,196288500,747,3503.59,Vadodara,Gujarat,New York,CIF,3.0,2.1,USA
2019,May,Chemicals,Paints,3201,32,3201,3201,4174281,313071075,889,4695.48,Surat,Gujarat,Seattle,CIF,3.0,4.15,USA
2019,June,Textiles,Cotton yarn,5205,52,5205,5205,4886690,366501750,876,5578.41,Bangalore,Karnataka,Seattle,CIF,5.0,1.6,USA
2019,June,Textiles,Silk fabric,5007,50,5007,5007,3231804,242385300,771,4191.7,Bangalore,Karnataka,Boston,FOB,5.0,4.12,USA
2019,June,Textiles,Woolen fabric,5101,51,5101,5101,4774884,358116300,814,5865.95,Hyderabad,Telangana,San Francisco,FOB,5.0,2.8,USA
2019,June,Gems & Jewellery,Diamond rings,7102,71,7102,7102,2409666,180724950,876,2750.76,Vadodara,Gujarat,Houston,CIF,7.5,4.2,USA
2019,June,Gems & Jewellery,Gold earrings,7113,71,7113,7113,2689911,201743325,717,3751.62,Vadodara,Gujarat,Long Beach,FOB,7.5,0.44,USA
2019,June,Gems & Jewellery,Platinum rings,7110,71,7110,7110,2301429,172607175,455,5058.09,Chennai,Tamil Nadu,San Francisco,CIF,7.5,4.02,USA
2019,June,Footwear,Leather shoes,6403,64,6403,6403,603273,45245475,763,790.66,Surat,Gujarat,Los Angeles,CIF,10.0,1.8,USA
2019,June,Footwear,Sports shoes,6404,64,6404,6404,4978296,373372200,890,5593.59,Bangalore,Karnataka,Los Angeles,FOB,10.0,0.76,USA
2019,June,Footwear,Canvas sneakers,6404,64,6404,6404,4100990,307574250,528,7767.03,Chennai,Tamil Nadu,Boston,FOB,10.0,3.04,USA
2019,June,Auto Components,Engine parts,8409,84,8409,8409,1630214,122266050,425,3835.8,Mumbai,Maharashtra,Boston,FOB,2.5,4.85,USA
2019,June,Auto Components,Brake pads,8708,87,8708,8708,5190088,389256600,331,15680.02,Surat,Gujarat,Boston,CIF,2.5,3.93,USA
2019,June,Auto Components,Gear boxes,8409,84,8409,8409,5914617,443596275,753,7854.74,Chennai,Tamil Nadu,Miami,CIF,2.5,0.25,USA
2019,June,Electronics,Mobile phones,8517,85,8517,8517,2550624,191296800,371,6875.0,Hyderabad,Telangana,Houston,FOB,0.0,1.88,USA
2019,June,Electronics,Laptop computers,8471,84,8471,8471,2934832,220112400,766,3831.37,Kolkata,West Bengal,New York,FOB,0.0,1.03,USA
2019,June,Electronics,Smart watches,8517,85,8517,8517,4627874,347090550,760,6089.31,Surat,Gujarat,Seattle,FOB,0.0,3.51,USA
2019,June,Pharmaceuticals,Generic drugs,3001,30,3001,3001,5474302,410572650,117,46788.91,Kolkata,West Bengal,Los Angeles,CIF,0.0,0.42,USA
2019,June,Pharmaceuticals,Vaccines,3002,30,3002,3002,2779372,208452900,820,3389.48,Hyderabad,Telangana,San Francisco,FOB,0.0,0.64,USA
2019,June,Pharmaceuticals,Antibiotics,2901,29,2901,2901,3367377,252553275,673,5003.53,Hyderabad,Telangana,San Francisco,FOB,0.0,1.04,USA
2019,June,Chemicals,Organic chemicals,2901,29,2901,2901,1528012,114600900,624,2448.74,Surat,Gujarat,Philadelphia,CIF,3.0,1.97,USA
2019,June,Chemicals,Inorganic chemicals,2801,28,2801,2801,1945078,145880850,372,5228.7,Kolkata,West Bengal,New York,FOB,3.0,0.46,USA
2019,June,Chemicals,Paints,3201,32,3201,3201,5817918,436343850,360,16160.88,Vadodara,Gujarat,Philadelphia,FOB,3.0,2.34,USA
2019,July,Textiles,Cotton yarn,5205,52,5205,5205,1916670,143750250,346,5539.51,Surat,Gujarat,Seattle,CIF,5.0,0.19,USA
2019,July,Textiles,Silk fabric,5007,50,5007,5007,5280997,396074775,627,8422.64,Kolkata,West Bengal,Boston,FOB,5.0,4.37,USA
2019,July,Textiles,Woolen fabric,5101,51,5101,5101,1247655,93574125,305,4090.67,Bangalore,Karnataka,Chicago,FOB,5.0,4.04,USA
2019,July,Gems & Jewellery,Diamond rings,7102,71,7102,7102,5444182,408313650,118,46137.14,Bangalore,Karnataka,New York,CIF,7.5,4.68,USA
2019,July,Gems & Jewellery,Gold earrings,7113,71,7113,7113,5963181,447238575,337,17694.9,Kolkata,West Bengal,San Francisco,CIF,7.5,2.53,USA
2019,July,Gems & Jewellery,Platinum rings,7110,71,7110,7110,5378805,403410375,378,14229.64,Surat,Gujarat,Los Angeles,CIF,7.5,0.76,USA
2019,July,Footwear,Leather shoes,6403,64,6403,6403,3691725,276879375,654,5644.84,Bangalore,Karnataka,Long Beach,FOB,10.0,1.91,USA
2019,July,Footwear,Sports shoes,6404,64,6404,6404,2858899,214417425,624,4581.57,Vadodara,Gujarat,Los Angeles,CIF,10.0,1.85,USA
2019,July,Footwear,Canvas sneakers,6404,64,6404,6404,5923773,444282975,422,14037.38,Kolkata,West Bengal,New York,CIF,10.0,2.36,USA
2019,July,Auto Components,Engine parts,8409,84,8409,8409,3888380,291628500,309,12583.75,Kolkata,West Bengal,New York,FOB,2.5,4.92,USA
2019,July,Auto Components,Brake pads,8708,87,8708,8708,3445980,258448500,680,5067.62,Mumbai,Maharashtra,Miami,FOB,2.5,1.77,USA
2019,July,Auto Components,Gear boxes,8409,84,8409,8409,1878259,140869425,321,5851.27,Vadodara,Gujarat,Philadelphia,FOB,2.5,3.39,USA
2019,July,Electronics,Mobile phones,8517,85,8517,8517,5111415,383356125,486,10517.31,Bangalore,Karnataka,New York,FOB,0.0,3.52,USA
2019,July,Electronics,Laptop computers,8471,84,8471,8471,2285017,171376275,337,6780.47,Chennai,Tamil Nadu,Los Angeles,FOB,0.0,1.44,USA
2019,July,Electronics,Smart watches,8517,85,8517,8517,4067368,305052600,661,6153.36,Bangalore,Karnataka,Seattle,CIF,0.0,4.03,USA
2019,July,Pharmaceuticals,Generic drugs,3001,30,3001,3001,5675310,425648250,782,7257.43,Kolkata,West Bengal,New York,CIF,0.0,2.4,USA
2019,July,Pharmaceuticals,Vaccines,3002,30,3002,3002,714260,53569500,734,973.11,Chennai,Tamil Nadu,Chicago,FOB,0.0,3.52,USA
2019,July,Pharmaceuticals,Antibiotics,2901,29,2901,2901,5435871,407690325,516,10534.63,Chennai,Tamil Nadu,Miami,FOB,0.0,2.64,USA
2019,July,Chemicals,Organic chemicals,2901,29,2901,2901,1491319,111848925,215,6936.37,Bangalore,Karnataka,New York,CIF,3.0,2.38,USA
2019,July,Chemicals,Inorganic chemicals,2801,28,2801,2801,3866593,289994475,892,4334.75,Chennai,Tamil Nadu,Miami,FOB,3.0,4.84,USA
2019,July,Chemicals,Paints,3201,32,3201,3201,2273539,170515425,514,4423.23,Kolkata,West Bengal,New York,CIF,3.0,2.36,USA
2019,August,Textiles,Cotton yarn,5205,52,5205,5205,1789560,134217000,669,2674.98,Chennai,Tamil Nadu,San Francisco,FOB,5.0,2.24,USA
2019,August,Textiles,Silk fabric,5007,50,5007,5007,2711570,203367750,510,5316.8,Chennai,Tamil Nadu,San Francisco,FOB,5.0,0.27,USA
2019,August,Textiles,Woolen fabric,5101,51,5101,5101,4771412,357855900,284,16800.75,Mumbai,Maharashtra,Los Angeles,CIF,5.0,1.04,USA
2019,August,Gems & Jewellery,Diamond rings,7102,71,7102,7102,1062967,79722525,857,1240.33,Mumbai,Maharashtra,Long Beach,CIF,7.5,0.7,USA
2019,August,Gems & Jewellery,Gold earrings,7113,71,7113,7113,3937255,295294125,532,7400.86,Hyderabad,Telangana,Boston,FOB,7.5,4.31,USA
2019,August,Gems & Jewellery,Platinum rings,7110,71,7110,7110,786645,58998375,338,2327.35,Vadodara,Gujarat,Philadelphia,FOB,7.5,4.7,USA
2019,August,Footwear,Leather shoes,6403,64,6403,6403,4445642,333423150,611,7276.01,Mumbai,Maharashtra,Long Beach,CIF,10.0,3.02,USA
2019,August,Footwear,Sports shoes,6404,64,6404,6404,3998062,299854650,112,35696.98,Chennai,Tamil Nadu,Long Beach,FOB,10.0,4.82,USA
2019,August,Footwear,Canvas sneakers,6404,64,6404,6404,4765106,357382950,677,7038.56,Kolkata,West Bengal,Miami,CIF,10.0,3.8,USA
2019,August,Auto Components,Engine parts,8409,84,8409,8409,3475170,260637750,712,4880.86,Vadodara,Gujarat,Houston,CIF,2.5,1.03,USA
2019,August,Auto Components,Brake pads,8708,87,8708,8708,5047790,378584250,462,10925.95,Bangalore,Karnataka,Miami,CIF,2.5,4.77,USA
2019,August,Auto Components,Gear boxes,8409,84,8409,8409,1364458,102334350,418,3264.25,Kolkata,West Bengal,Los Angeles,CIF,2.5,1.02,USA
2019,August,Electronics,Mobile phones,8517,85,8517,8517,1764058,132304350,866,2037.02,Mumbai,Maharashtra,Los Angeles,FOB,0.0,3.34,USA
2019,August,Electronics,Laptop computers,8471,84,8471,8471,5597307,419798025,883,6338.97,Bangalore,Karnataka,Boston,CIF,0.0,1.9,USA
2019,August,Electronics,Smart watches,8517,85,8517,8517,2671936,200395200,252,10602.92,Bangalore,Karnataka,Long Beach,FOB,0.0,4.84,USA
2019,August,Pharmaceuticals,Generic drugs,3001,30,3001,3001,2005372,150402900,851,2356.49,Chennai,Tamil Nadu,Boston,FOB,0.0,2.65,USA
2019,August,Pharmaceuticals,Vaccines,3002,30,3002,3002,2656497,199237275,343,7744.89,Kolkata,West Bengal,Chicago,FOB,0.0,1.09,USA
2019,August,Pharmaceuticals,Antibiotics,2901,29,2901,2901,5188179,389113425,618,8395.11,Kolkata,West Bengal,Chicago,CIF,0.0,3.69,USA
2019,August,Chemicals,Organic chemicals,2901,29,2901,2901,4046684,303501300,712,5683.54,Chennai,Tamil Nadu,Los Angeles,CIF,3.0,4.46,USA
2019,August,Chemicals,Inorganic chemicals,2801,28,2801,2801,4212537,315940275,628,6707.86,Bangalore,Karnataka,New York,CIF,3.0,3.33,USA
2019,August,Chemicals,Paints,3201,32,3201,3201,620019,46501425,786,788.83,Vadodara,Gujarat,Boston,CIF,3.0,3.04,USA
2019,September,Textiles,Cotton yarn,5205,52,5205,5205,1663724,124779300,884,1882.04,Surat,Gujarat,San Francisco,CIF,5.0,4.1,USA
2019,September,Textiles,Silk fabric,5007,50,5007,5007,4466635,334997625,601,7432.0,Vadodara,Gujarat,Seattle,CIF,5.0,3.38,USA
2019,September,Textiles,Woolen fabric,5101,51,5101,5101,5807658,435574350,571,10171.03,Hyderabad,Telangana,New York,CIF,5.0,0.74,USA
2019,September,Gems & Jewellery,Diamond rings,7102,71,7102,7102,2872934,215470050,760,3780.18,Chennai,Tamil Nadu,New York,FOB,7.5,2.45,USA
2019,September,Gems & Jewellery,Gold earrings,7113,71,7113,7113,3568138,267610350,703,5075.59,Chennai,Tamil Nadu,Los Angeles,CIF,7.5,3.14,USA
2019,September,Gems & Jewellery,Platinum rings,7110,71,7110,7110,1647487,123561525,580,2840.49,Mumbai,Maharashtra,Miami,FOB,7.5,0.27,USA
2019,September,Footwear,Leather shoes,6403,64,6403,6403,4466668,335000100,622,7181.14,Bangalore,Karnataka,Chicago,FOB,10.0,4.28,USA
2019,September,Footwear,Sports shoes,6404,64,6404,6404,5790343,434275725,871,6647.93,Chennai,Tamil Nadu,Long Beach,FOB,10.0,1.86,USA
2019,September,Footwear,Canvas sneakers,6404,64,6404,6404,4220214,316516050,484,8719.45,Vadodara,Gujarat,Chicago,FOB,10.0,4.21,USA
2019,September,Auto Components,Engine parts,8409,84,8409,8409,1060537,79540275,182,5827.13,Bangalore,Karnataka,Long Beach,FOB,2.5,0.47,USA
2019,September,Auto Components,Brake pads,8708,87,8708,8708,5079330,380949750,794,6397.14,Mumbai,Maharashtra,Philadelphia,FOB,2.5,2.64,USA
2019,September,Auto Components,Gear boxes,8409,84,8409,8409,1901258,142594350,763,2491.82,Kolkata,West Bengal,New York,CIF,2.5,2.33,USA
2019,September,Electronics,Mobile phones,8517,85,8517,8517,847077,63530775,241,3514.84,Mumbai,Maharashtra,Los Angeles,FOB,0.0,1.53,USA
2019,September,Electronics,Laptop computers,8471,84,8471,8471,1722380,129178500,626,2751.41,Kolkata,West Bengal,Philadelphia,CIF,0.0,2.8,USA
2019,September,Electronics,Smart watches,8517,85,8517,8517,5009979,375748425,560,8946.39,Vadodara,Gujarat,Houston,CIF,0.0,4.54,USA
2019,September,Pharmaceuticals,Generic drugs,3001,30,3001,3001,5882298,441172350,855,6879.88,Mumbai,Maharashtra,Miami,FOB,0.0,4.11,USA
2019,September,Pharmaceuticals,Vaccines,3002,30,3002,3002,3635592,272669400,803,4527.51,Hyderabad,Telangana,Long Beach,CIF,0.0,1.41,USA
2019,September,Pharmaceuticals,Antibiotics,2901,29,2901,2901,756805,56760375,358,2113.98,Surat,Gujarat,Philadelphia,CIF,0.0,2.7,USA
2019,September,Chemicals,Organic chemicals,2901,29,2901,2901,1544341,115825575,838,1842.89,Kolkata,West Bengal,Philadelphia,FOB,3.0,0.17,USA
2019,September,Chemicals,Inorganic chemicals,2801,28,2801,2801,2342356,175676700,712,3289.83,Surat,Gujarat,Miami,CIF,3.0,2.17,USA
2019,September,Chemicals,Paints,3201,32,3201,3201,3261156,244586700,756,4313.7,Kolkata,West Bengal,Chicago,FOB,3.0,4.64,USA
2019,October,Textiles,Cotton yarn,5205,52,5205,5205,1404373,105327975,796,1764.29,Mumbai,Maharashtra,San Francisco,FOB,5.0,2.98,USA
2019,October,Textiles,Silk fabric,5007,50,5007,5007,3019004,226425300,527,5728.66,Surat,Gujarat,Seattle,FOB,5.0,2.5,USA
2019,October,Textiles,Woolen fabric,5101,51,5101,5101,4724043,354303225,741,6375.23,Mumbai,Maharashtra,Houston,CIF,5.0,1.99,USA
2019,October,Gems & Jewellery,Diamond rings,7102,71,7102,7102,3657816,274336200,546,6699.3,Kolkata,West Bengal,Houston,CIF,7.5,4.34,USA
2019,October,Gems & Jewellery,Gold earrings,7113,71,7113,7113,4466432,334982400,439,10174.1,Mumbai,Maharashtra,Miami,CIF,7.5,0.51,USA
